TransactionID,TransactionAmount,PreviousTransactionDate,TransactionType,Location,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionDate,TransactionAmount_Bin,Target
TX000001,0.007207441957422414,2023-04-11 16:29:14,Debit,San Diego,M015,ATM,0.8387096774193548,Doctor,0.24482758620689654,0.0,0.33683185966818,105,1,1
TX000002,0.1959402767282487,2023-06-27 16:44:19,Debit,Houston,M052,ATM,0.8064516129032258,Doctor,0.45172413793103444,0.0,0.9180546275595326,192,0,0
TX000003,0.0656799645621075,2023-07-10 18:16:08,Debit,Mesa,M009,Online,0.016129032258064557,Student,0.1586206896551724,0.0,0.06863734931174438,41,2,2
TX000004,0.0960158428225239,2023-05-05 16:32:11,Debit,Raleigh,M002,Online,0.12903225806451613,Student,0.05172413793103449,0.0,0.569197956003802,163,2,1
TX000006,0.04788805795137713,2023-04-03 17:15:01,Debit,Oklahoma City,M054,ATM,0.0,Student,0.5586206896551724,0.0,0.045737843102722775,13,1,2
TX000007,0.003554212158323996,2023-02-15 16:36:48,Credit,Seattle,M019,ATM,0.30645161290322587,Doctor,0.44482758620689655,0.0,0.8883303734554748,226,1,0
TX000008,0.08919925997342157,2023-05-08 17:47:59,Credit,Indianapolis,M020,Branch,0.7903225806451613,Retired,0.9689655172413792,0.0,0.18115460779713835,271,2,2
TX000009,0.05522578627823957,2023-03-21 16:59:46,Credit,Detroit,M035,Branch,0.532258064516129,Engineer,0.26206896551724135,0.0,0.6045605421617909,290,1,1
TX000010,0.4250983662089272,2023-03-31 16:06:57,Debit,Nashville,M007,ATM,0.5967741935483871,Doctor,0.3793103448275862,0.0,0.06188385358620237,9,0,2
TX000011,0.009130468770357246,2023-03-14 16:46:10,Credit,Albuquerque,M073,Online,0.5483870967741935,Engineer,0.16896551724137931,0.0,0.5040264197666963,22,1,1
TX000012,0.09889256585975975,2023-02-06 17:30:00,Debit,Memphis,M030,Online,0.04838709677419356,Student,0.5620689655172414,0.0,0.09595919536134934,49,2,2
TX000013,0.2575813638377153,2023-06-07 17:21:28,Credit,Mesa,M057,Branch,0.09677419354838712,Student,0.3482758620689655,0.0,0.10209024288923516,135,0,2
TX000014,0.40727519086953123,2023-11-20 16:39:15,Debit,Memphis,M025,ATM,0.12903225806451613,Student,0.3896551724137931,0.0,0.005944850820811549,43,0,2
TX000015,0.08689058550694426,2023-02-13 16:53:57,Debit,Louisville,M017,Online,0.0,Student,0.4275862068965517,0.0,0.013355076448200345,226,2,2
TX000016,0.2424316647992287,2023-12-12 16:23:31,Debit,Denver,M025,ATM,0.29032258064516125,Engineer,0.4103448275862069,0.0,0.22614430312017286,355,0,2
TX000017,0.2895171587148552,2023-10-30 16:52:49,Credit,Austin,M048,Branch,0.016129032258064557,Student,0.5103448275862069,0.0,0.06923627084966197,72,0,2
TX000018,0.2567527425280767,2023-12-14 18:32:14,Debit,Columbus,M059,Online,0.33870967741935487,Engineer,0.7724137931034483,0.0,0.3366812890458528,327,0,3
TX000019,0.00959949970034135,2023-02-21 16:56:50,Credit,Albuquerque,M054,Branch,0.6612903225806451,Retired,0.3310344827586207,0.0,0.5274757776233234,337,1,1
TX000020,0.037115980926075515,2023-06-08 18:18:50,Credit,Columbus,M039,Online,0.0,Student,0.5482758620689655,0.0,0.4347283074114356,177,1,1
TX000021,0.030778851916512494,2023-02-28 16:36:58,Debit,Los Angeles,M040,Branch,0.8548387096774193,Retired,0.09655172413793102,0.0,0.3797633083592239,181,1,1
TX000022,0.04456314980326758,2023-08-11 18:31:31,Debit,Las Vegas,M065,Branch,0.32258064516129037,Doctor,0.2862068965517241,0.0,0.607992073532239,110,1,1
TX000023,0.027068296114860464,2023-06-06 18:54:15,Debit,Atlanta,M022,Online,0.33870967741935487,Engineer,0.3793103448275862,0.0,0.5964801428269905,38,1,1
TX000024,0.18009745420434112,2023-05-02 18:25:46,Debit,Fort Worth,M083,Online,0.06451612903225812,Student,0.4551724137931034,0.5,0.0874687599568185,41,0,2
TX000025,0.07571201500898975,2023-03-02 16:43:56,Debit,Raleigh,M028,Online,0.04838709677419356,Student,0.296551724137931,0.0,0.12299132740103008,46,2,2
TX000026,0.0037678818042056438,2023-10-20 17:53:13,Credit,Houston,M043,Online,0.7580645161290323,Retired,0.9172413793103449,0.0,0.23751305729615496,201,1,2
TX000027,0.128550954999088,2023-04-17 16:37:01,Debit,Miami,M029,ATM,0.08064516129032262,Student,0.5103448275862069,1.0,0.03845600581847905,314,2,2
TX000028,0.020877087839070278,2023-03-29 16:42:38,Debit,Milwaukee,M008,Branch,0.30645161290322587,Engineer,0.29310344827586204,0.0,0.1737793360642184,335,1,2
TX000029,0.06628449331630924,2023-01-24 16:18:32,Debit,Las Vegas,M092,Online,0.4193548387096775,Doctor,0.6448275862068966,0.0,0.11231022387969408,298,2,2
TX000030,0.029137243661568127,2023-09-20 16:55:42,Debit,Detroit,M043,Branch,0.14516129032258068,Student,0.9413793103448276,0.0,0.08405336115304833,127,1,2
TX000031,0.014618130651171273,2023-07-17 17:49:22,Credit,Miami,M091,Online,0.6612903225806451,Doctor,0.034482758620689655,0.0,0.5534290442664186,174,1,1
TX000032,0.03067462282096047,2023-02-06 16:24:24,Debit,Baltimore,M053,ATM,0.1774193548387097,Doctor,0.8517241379310345,0.0,0.6535296039320443,35,1,0
TX000033,0.20647262683378065,2023-09-25 16:26:00,Debit,New York,M007,ATM,0.5,Engineer,0.5448275862068966,0.5,0.6445565359077325,289,0,0
TX000034,0.4573312140083904,2023-03-13 17:23:24,Debit,Los Angeles,M094,Online,0.06451612903225812,Student,0.4827586206896552,0.0,0.020014465534787865,87,0,2
TX000035,0.13289209682882977,2023-10-27 16:42:49,Credit,San Francisco,M002,Branch,0.435483870967742,Doctor,0.13793103448275862,0.0,0.9891024512090688,267,2,0
TX000036,0.06488261198113453,2023-10-16 16:32:56,Debit,Seattle,M002,Branch,0.5,Engineer,0.1206896551724138,0.0,0.3806929475140387,0,2,1
TX000037,0.04058159835318029,2023-11-21 16:58:44,Debit,Milwaukee,M028,Branch,0.12903225806451613,Student,0.46551724137931033,0.0,0.05373220208190774,354,1,2
TX000039,0.4143367120931808,2023-10-12 17:07:40,Debit,Mesa,M048,ATM,0.7741935483870968,Doctor,0.27586206896551724,0.25,0.5252246123814761,293,0,3
TX000040,0.17477655887641036,2023-01-24 17:17:20,Debit,Oklahoma City,M040,Online,0.5967741935483871,Retired,0.7103448275862069,0.0,0.061716478206919,69,0,2
TX000041,0.17104515725564792,2023-07-31 18:39:50,Debit,San Antonio,M014,ATM,0.7258064516129032,Retired,0.3758620689655172,0.0,0.28382629527705666,68,0,1
TX000042,0.017593871329181544,2023-01-09 16:13:21,Debit,Philadelphia,M046,Online,0.32258064516129037,Doctor,0.031034482758620682,0.0,0.9486776000656059,321,1,0
TX000043,0.12567944341662976,2023-04-20 18:57:43,Credit,Charlotte,M044,Online,0.6290322580645161,Doctor,0.36551724137931035,0.0,0.8910399724670863,160,2,0
TX000044,0.028694270005472026,2023-04-12 16:03:37,Debit,Tucson,M009,ATM,0.016129032258064557,Student,0.36896551724137927,0.0,0.009446962170475522,100,1,2
TX000045,0.1584542825129635,2023-07-26 16:52:28,Debit,Louisville,M005,Branch,0.14516129032258068,Student,0.07931034482758621,0.0,0.05158119319151912,210,0,2
TX000047,0.08558772181254397,2023-12-13 16:01:38,Debit,Baltimore,M070,Branch,0.12903225806451613,Student,0.22413793103448276,0.0,0.09464573555765579,250,2,2
TX000048,0.2657737707481043,2023-10-09 16:29:40,Debit,Oklahoma City,M090,Online,0.016129032258064557,Student,0.3275862068965517,0.0,0.04573918748327928,311,0,2
TX000049,0.3265706021835995,2023-11-27 16:45:57,Debit,Denver,M023,Online,0.12903225806451613,Student,0.4413793103448276,0.0,0.011041397510476086,61,0,2
TX000050,0.01133491414128254,2023-03-27 16:45:18,Credit,Sacramento,M055,Online,0.3709677419354839,Engineer,0.5689655172413793,0.0,0.08293752529115922,8,1,2
TX000051,0.2215285196862704,2023-02-13 16:59:39,Credit,Kansas City,M040,Online,0.8225806451612903,Retired,0.38275862068965516,0.0,0.2558551134186656,44,0,2
TX000052,0.22112202621361754,2023-02-21 17:45:55,Debit,Omaha,M015,Online,0.532258064516129,Engineer,0.8758620689655173,0.0,0.34164743082153753,360,0,3
TX000053,0.044385960340829145,2023-06-07 16:45:34,Debit,Virginia Beach,M078,Branch,0.7903225806451613,Doctor,0.46551724137931033,0.0,0.9950869612562968,22,1,0
TX000054,0.08819866065612214,2023-09-07 16:51:27,Debit,San Diego,M036,Branch,0.16129032258064518,Student,0.4551724137931034,0.0,0.05496029372026398,155,2,2
TX000055,0.05439195351382338,2023-03-29 17:47:16,Debit,Omaha,M095,ATM,0.7096774193548387,Retired,0.27586206896551724,0.0,0.29418609184539085,258,1,1
TX000056,0.16504156135185136,2023-08-04 17:53:40,Debit,Mesa,M052,Branch,0.11290322580645162,Student,0.2517241379310345,0.0,0.08219408284341866,172,0,2
TX000057,0.03141464939937984,2023-12-14 17:52:37,Credit,Columbus,M095,Branch,0.6290322580645161,Retired,0.14482758620689656,0.0,0.23080863146092492,214,1,2
